Report Name,Organisation Code,Organisation Name,Month,Patient Type,Value 1,Value 2,Value 3,Value 4
5. Total Time in A&E,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Jul-21,All Patients,201,788,2781,21460
5. Total Time in A&E,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Jul-21,Non-Admitted,201,788,2781,21460
5. Total Time in A&E,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Jul-21,Admitted,373,941.1,2057,3130
5. Total Time in A&E,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Jul-21,All Patients,199,672,2057,13280
5. Total Time in A&E,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Jul-21,Non-Admitted,174,465,1979,10150
5. Total Time in A&E,RJN,EAST CHESHIRE NHS TRUST,Jul-21,Admitted,397,1089,1731,1185
5. Total Time in A&E,RJN,EAST CHESHIRE NHS TRUST,Jul-21,All Patients,217,744.3,2069,4640
5. Total Time in A&E,RJN,EAST CHESHIRE NHS TRUST,Jul-21,Non-Admitted,190,515.45,2069,3450
5. Total Time in A&E,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Jul-21,Admitted,285,698.95,2005,1260
5. Total Time in A&E,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Jul-21,All Patients,215,610.4,2005,6575
5. Total Time in A&E,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Jul-21,Non-Admitted,202,579,1840,5310
5. Total Time in A&E,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Jul-21,Admitted,415,1122.2,3311,4795
5. Total Time in A&E,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Jul-21,All Patients,234,779,3663,19125
5. Total Time in A&E,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Jul-21,Non-Admitted,220,502.6,3663,14330
5. Total Time in A&E,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,231,503,999,3500
5. Total Time in A&E,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,177,399.7,1419,12365
5. Total Time in A&E,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,147,338,1419,8870
5. Total Time in A&E,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Jul-21,Admitted,441,1065.2,1956,3530
5. Total Time in A&E,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Jul-21,All Patients,258,816,1956,11880
5. Total Time in A&E,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Jul-21,Non-Admitted,213,598.4,1553,8355
5. Total Time in A&E,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Jul-21,Admitted,218,985,3025,3920
5. Total Time in A&E,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Jul-21,All Patients,140,643,3062,19145
5. Total Time in A&E,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Jul-21,Non-Admitted,132,448,3062,15225
5. Total Time in A&E,RKE,WHITTINGTON HEALTH NHS TRUST,Jul-21,Admitted,281,915,3039,1625
5. Total Time in A&E,RKE,WHITTINGTON HEALTH NHS TRUST,Jul-21,All Patients,188,555.35,3039,9355
5. Total Time in A&E,RKE,WHITTINGTON HEALTH NHS TRUST,Jul-21,Non-Admitted,174,402.6,2293,7730
5. Total Time in A&E,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Jul-21,Admitted,414.5,844,3241,2655
5. Total Time in A&E,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Jul-21,All Patients,167,583,4223,20680
5. Total Time in A&E,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Jul-21,Non-Admitted,144,478,4223,18025
5. Total Time in A&E,RLQ,WYE VALLEY NHS TRUST,Jul-21,Admitted,387.5,1000,1874,625
5. Total Time in A&E,RLQ,WYE VALLEY NHS TRUST,Jul-21,All Patients,206,728.35,1874,5370
5. Total Time in A&E,RLQ,WYE VALLEY NHS TRUST,Jul-21,Non-Admitted,194,660,1456,4745
5. Total Time in A&E,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Jul-21,Admitted,239,648.4,2279,1485
5. Total Time in A&E,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Jul-21,All Patients,143,419,2279,8175
5. Total Time in A&E,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Jul-21,Non-Admitted,122,286.65,1031,6690
5. Total Time in A&E,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,419,898,4196,3020
5. Total Time in A&E,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,235,709,4196,12790
5. Total Time in A&E,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,210,531,4081,9770
5. Total Time in A&E,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,Jul-21,Admitted,354,957.7,1620,3025
5. Total Time in A&E,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,Jul-21,All Patients,226,761.75,1887,9665
5. Total Time in A&E,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,Jul-21,Non-Admitted,197,532,1887,6640
5. Total Time in A&E,RMC,BOLTON NHS FOUNDATION TRUST,Jul-21,Admitted,370,931,1663,2545
5. Total Time in A&E,RMC,BOLTON NHS FOUNDATION TRUST,Jul-21,All Patients,191,651,2107,12505
5. Total Time in A&E,RMC,BOLTON NHS FOUNDATION TRUST,Jul-21,Non-Admitted,168,462,2107,9960
5. Total Time in A&E,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Jul-21,Admitted,333,794,1357,2330
5. Total Time in A&E,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Jul-21,All Patients,192,590,1657,11105
5. Total Time in A&E,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Jul-21,Non-Admitted,171,494,1657,8775
5. Total Time in A&E,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,334.5,992.8,2389,2330
5. Total Time in A&E,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,203,622.35,2389,10555
5. Total Time in A&E,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,179,469,1630,8220
5. Total Time in A&E,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,234,514.15,2065,4040
5. Total Time in A&E,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,190,426,2065,12005
5. Total Time in A&E,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,161,348,1462,7965
5. Total Time in A&E,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Jul-21,Admitted,49,348.8,1285,395
5. Total Time in A&E,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Jul-21,All Patients,172,439,2259,13030
5. Total Time in A&E,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Jul-21,Non-Admitted,174,441,2259,12630
5. Total Time in A&E,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Jul-21,Admitted,280,987.65,1879,2990
5. Total Time in A&E,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Jul-21,All Patients,171,707,2304,9715
5. Total Time in A&E,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Jul-21,Non-Admitted,146,452,2304,6730
5. Total Time in A&E,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Jul-21,Admitted,233,633.2,1258,1120
5. Total Time in A&E,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Jul-21,All Patients,146,532,1407,11420
5. Total Time in A&E,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Jul-21,Non-Admitted,135,514.05,1407,10300
5. Total Time in A&E,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Jul-21,Admitted,406.5,802.55,1450,2450
5. Total Time in A&E,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Jul-21,All Patients,195,652,3110,9140
5. Total Time in A&E,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Jul-21,Non-Admitted,162,450,3110,6690
5. Total Time in A&E,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Jul-21,Admitted,238,892,1344,3700
5. Total Time in A&E,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Jul-21,All Patients,168,637.65,1344,11870
5. Total Time in A&E,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Jul-21,Non-Admitted,142,375.75,1272,8165
5. Total Time in A&E,RNZ,SALISBURY NHS FOUNDATION TRUST,Jul-21,Admitted,269,601,1656,1230
5. Total Time in A&E,RNZ,SALISBURY NHS FOUNDATION TRUST,Jul-21,All Patients,198,451,2365,4855
5. Total Time in A&E,RNZ,SALISBURY NHS FOUNDATION TRUST,Jul-21,Non-Admitted,174,339,2365,3625
5. Total Time in A&E,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,184,785.3,2862,4575
5. Total Time in A&E,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,173,595,2862,17530
5. Total Time in A&E,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,172,503,1836,12955
5. Total Time in A&E,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Jul-21,Admitted,183,226.5,238,60
5. Total Time in A&E,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Jul-21,All Patients,103,205,267,4955
5. Total Time in A&E,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Jul-21,Non-Admitted,102,204,267,4895
5. Total Time in A&E,RPA,MEDWAY NHS FOUNDATION TRUST,Jul-21,Admitted,387,1070,2793,2245
5. Total Time in A&E,RPA,MEDWAY NHS FOUNDATION TRUST,Jul-21,All Patients,184,682.4,3958,11815
5. Total Time in A&E,RPA,MEDWAY NHS FOUNDATION TRUST,Jul-21,Non-Admitted,168,417,3958,9570
5. Total Time in A&E,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Jul-21,All Patients,50,157.5,1630,970
5. Total Time in A&E,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Jul-21,Non-Admitted,50,157.5,1630,970
5. Total Time in A&E,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Jul-21,Admitted,233,583.4,840,550
5. Total Time in A&E,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Jul-21,All Patients,191,458.5,1517,5590
5. Total Time in A&E,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Jul-21,Non-Admitted,185,438,1517,5040
5. Total Time in A&E,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Jul-21,Admitted,238,2068,4320,1820
5. Total Time in A&E,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Jul-21,All Patients,203,534,4320,18470
5. Total Time in A&E,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Jul-21,Non-Admitted,197,480,4318,16650
5. Total Time in A&E,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Jul-21,Admitted,40.5,390.25,415,10
5. Total Time in A&E,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Jul-21,All Patients,208,794,2791,10390
5. Total Time in A&E,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Jul-21,Non-Admitted,208,794.15,2791,10380
5. Total Time in A&E,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,Jul-21,Admitted,244,539,2280,1680
5. Total Time in A&E,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,Jul-21,All Patients,224,673,3758,10360
5. Total Time in A&E,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,Jul-21,Non-Admitted,212,697.1,3758,8680
5. Total Time in A&E,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Jul-21,Admitted,336,664.9,1095,1845
5. Total Time in A&E,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Jul-21,All Patients,175,518,1670,8110
5. Total Time in A&E,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Jul-21,Non-Admitted,140,335,1670,6265
5. Total Time in A&E,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Jul-21,Admitted,345,899.85,1453,5885
5. Total Time in A&E,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Jul-21,All Patients,231,689,2465,21160
5. Total Time in A&E,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Jul-21,Non-Admitted,217,526,2465,15280
5. Total Time in A&E,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Jul-21,Admitted,224,730.6,2035,3670
5. Total Time in A&E,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Jul-21,All Patients,143,493,2627,14195
5. Total Time in A&E,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Jul-21,Non-Admitted,128,369.75,2627,10525
5. Total Time in A&E,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Jul-21,Admitted,378,915.2,4161,11855
5. Total Time in A&E,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Jul-21,All Patients,225,760,4161,34605
5. Total Time in A&E,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Jul-21,Non-Admitted,195,563,3638,22745
5. Total Time in A&E,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,189,499.35,1771,2555
5. Total Time in A&E,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,156,367,1771,11310
5. Total Time in A&E,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,151,312,1269,8755
5. Total Time in A&E,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,219,472,1563,3835
5. Total Time in A&E,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,122,371,1563,19715
5. Total Time in A&E,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,103,319,1206,15880
5. Total Time in A&E,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,370,1031.95,2525,3900
5. Total Time in A&E,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,223,842,2525,12295
5. Total Time in A&E,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,196,620,2191,8395
5. Total Time in A&E,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Jul-21,Admitted,217,490,718,4805
5. Total Time in A&E,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Jul-21,All Patients,113,341,718,18275
5. Total Time in A&E,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Jul-21,Non-Admitted,88,271,713,13470
5. Total Time in A&E,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Jul-21,Admitted,355,851,4137,5465
5. Total Time in A&E,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Jul-21,All Patients,175,670,4137,23795
5. Total Time in A&E,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Jul-21,Non-Admitted,142,570,2279,18330
5. Total Time in A&E,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,268,966,2152,3315
5. Total Time in A&E,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,203,660,2813,13590
5. Total Time in A&E,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,185,452.35,2813,10275
5. Total Time in A&E,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,379,846,2351,475
5. Total Time in A&E,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,185,644.85,4281,10385
5. Total Time in A&E,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,181,614,4281,9905
5. Total Time in A&E,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Jul-21,Admitted,239,823,1285,3115
5. Total Time in A&E,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Jul-21,All Patients,187,497,1285,11035
5. Total Time in A&E,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Jul-21,Non-Admitted,156,240,1182,7920
5. Total Time in A&E,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,Jul-21,Admitted,56,197.6,692,220
5. Total Time in A&E,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,Jul-21,All Patients,59,160,692,5235
5. Total Time in A&E,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,Jul-21,Non-Admitted,59,159,350,5015
5. Total Time in A&E,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,59,202.7,535,225
5. Total Time in A&E,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,130,427.45,920,14950
5. Total Time in A&E,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,131,429,920,14725
5. Total Time in A&E,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Jul-21,Admitted,238,702.3,3478,2700
5. Total Time in A&E,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Jul-21,All Patients,152,463,3478,11700
5. Total Time in A&E,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Jul-21,Non-Admitted,134,330,1239,9005
5. Total Time in A&E,RVJ,NORTH BRISTOL NHS TRUST,Jul-21,Admitted,338,791.9,1169,1670
5. Total Time in A&E,RVJ,NORTH BRISTOL NHS TRUST,Jul-21,All Patients,239,775,2721,8525
5. Total Time in A&E,RVJ,NORTH BRISTOL NHS TRUST,Jul-21,Non-Admitted,236,763,2721,6855
5. Total Time in A&E,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Jul-21,Admitted,399,938.85,2674,2120
5. Total Time in A&E,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Jul-21,All Patients,206,636,3786,14730
5. Total Time in A&E,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Jul-21,Non-Admitted,190,514.75,3786,12605
5. Total Time in A&E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Jul-21,Admitted,544,1335.95,4130,3945
5. Total Time in A&E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Jul-21,All Patients,160,992,4275,22510
5. Total Time in A&E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Jul-21,Non-Admitted,135,634,4275,18565
5. Total Time in A&E,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Jul-21,Admitted,280.5,648.45,1228,2030
5. Total Time in A&E,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Jul-21,All Patients,90,418,1474,13935
5. Total Time in A&E,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Jul-21,Non-Admitted,81,306.95,1474,11900
5. Total Time in A&E,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Jul-21,Admitted,381,1071.3,2313,2315
5. Total Time in A&E,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Jul-21,All Patients,186,797.7,2313,8345
5. Total Time in A&E,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Jul-21,Non-Admitted,163,427.45,1989,6030
5. Total Time in A&E,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,Jul-21,Admitted,91,179.6,215,50
5. Total Time in A&E,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,Jul-21,All Patients,86,216,425,1635
5. Total Time in A&E,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,Jul-21,Non-Admitted,86,218.6,425,1590
5. Total Time in A&E,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,Jul-21,Admitted,338.5,1229.5,3348,4935
5. Total Time in A&E,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,Jul-21,All Patients,206,794,3348,21855
5. Total Time in A&E,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,Jul-21,Non-Admitted,193,477,1925,16920
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Jul-21,Admitted,351,793.95,1750,3300
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Jul-21,All Patients,214,622,1775,11710
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Jul-21,Non-Admitted,193,468,1775,8405
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Jul-21,Admitted,453,980.2,2266,3895
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Jul-21,All Patients,234,816,2266,12350
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Jul-21,Non-Admitted,198,525,1539,8455
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Jul-21,Admitted,359,936,1947,6245
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Jul-21,All Patients,191,693,2012,22370
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Jul-21,Non-Admitted,163,491,2012,16125
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Jul-21,Admitted,332,1203,4140,1940
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Jul-21,All Patients,137,954,4140,8580
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Jul-21,Non-Admitted,89,879.2,3858,6635
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Jul-21,Admitted,239,700,2528,4365
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Jul-21,All Patients,188,536,2528,15210
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Jul-21,Non-Admitted,165,425.8,1555,10845
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Jul-21,Admitted,357,912.8,3305,3345
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Jul-21,All Patients,153,675,3497,15920
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Jul-21,Non-Admitted,132,465.2,3497,12575
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,Jul-21,Admitted,301,753.15,2283,2960
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,Jul-21,All Patients,208,593,2283,10400
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,Jul-21,Non-Admitted,188,497,1680,7445
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Jul-21,Admitted,385.5,1215.95,2620,3620
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Jul-21,All Patients,156,754,2620,19070
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Jul-21,Non-Admitted,130,474.65,1873,15450
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Jul-21,Admitted,602,1312,3239,2415
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Jul-21,All Patients,209,1013,3239,10875
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Jul-21,Non-Admitted,185,659.1,2483,8460
5. Total Time in A&E,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,Jul-21,Admitted,*,*,*,*
5. Total Time in A&E,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,Jul-21,All Patients,114,787.35,4302,2555
5. Total Time in A&E,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,Jul-21,Non-Admitted,114,787.4,4302,2555
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Jul-21,Admitted,287,688,1427,135
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Jul-21,All Patients,169,481.55,1427,15510
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Jul-21,Non-Admitted,168,478,1263,15375
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Jul-21,Admitted,420,983.55,1657,5130
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Jul-21,All Patients,235,734,1657,18530
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Jul-21,Non-Admitted,196,554,1434,13400
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Jul-21,Admitted,234,617,2660,2735
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Jul-21,All Patients,182,459,2660,13460
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Jul-21,Non-Admitted,162,390,1342,10725
5. Total Time in A&E,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Jul-21,Admitted,431,894,1460,4630
