Code,Provider Description,SNOMED-CT,SNOMED-CT Description,Total,Year,Month
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),11285,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),20,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),140,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,225565007,Perineal pain (finding),205,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),2365,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),435,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,246679005,Discharge from eye (finding),165,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,247355005,Flank pain (finding),340,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,248004009,Physical aggression (finding),100,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,248020004,Bizarre behavior (finding),330,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),720,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,249624003,Blood in feces symptom (finding),800,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,25064002,Headache (finding),2525,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,25658005,Disorder of vagina (disorder),105,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,26079004,Tremor (finding),60,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,262525000,Chest injury (disorder),990,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,262595009,Traumatic amputation (disorder),*,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,262599003,Foreign body in respiratory tract (disorder),70,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,267036007,Dyspnea (finding),9260,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,267064002,Retention of urine (disorder),830,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,267102003,Sore throat symptom (finding),785,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,271594007,Syncope (disorder),295,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,271771009,Joint swelling (finding),600,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,271807003,Eruption of skin (disorder),1545,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,272022009,Complaining of feeling depressed (finding),600,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,275319005,Swollen legs (finding),60,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,276464002,Injury of anus (disorder),10,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,281398003,Groin mass (finding),80,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,282752000,Injury of eye region (disorder),530,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,282765009,Upper back injury (disorder),300,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,282766005,Lower back injury (disorder),1205,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,283682007,Bite - wound (disorder),1105,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,28442001,Polyuria (finding),405,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,289530006,Bleeding from vagina (finding),535,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,289610003,Vaginal problem (finding),50,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,290085007,Breast problem (finding),*,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,297982009,Skin problem (finding),890,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,29857009,Chest pain (finding),10690,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2999009,Injury of ear (disorder),60,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,299972003,Sting of skin (disorder),85,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,300132001,Ear discharge (finding),70,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,300528000,Penis problem (finding),60,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,3006004,Disturbance of consciousness (finding),690,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,302866003,Hypoglycemia (disorder),145,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,312608009,Laceration - injury (disorder),2645,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),380,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),155,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,33958003,Disorder of penis (disorder),90,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),25,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,3415004,Cyanosis (finding),65,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,34436003,Blood in urine (finding),680,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,35489007,Depressive disorder (disorder),170,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),45,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),25,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),90,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,386661006,Fever (finding),3060,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,386689009,Hypothermia (finding),30,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,394616008,Unsteady gait (finding),2205,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,398979000,Pale complexion (finding),535,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,399963005,Abrasion (disorder),250,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,404640003,Dizziness (finding),1175,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,40739000,Dysphagia (disorder),40,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,40917007,Clouded consciousness (finding),1040,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,409668002,Photophobia (finding),15,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,410429000,Cardiac arrest (disorder),170,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,41652007,Pain in eye (finding),650,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),100,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,417981005,Exposure to blood and/or body fluid (event),80,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,418363000,Itching of skin (finding),100,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,41931001,Abdominal distension (finding),50,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,421581006,Pharyngeal swelling (finding),*,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,422400008,Vomiting (disorder),1620,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,422587007,Nausea (finding),135,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,422970001,Cardiac arrest due to trauma (disorder),*,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,427461000,Near syncope (disorder),1545,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,428566005,Gestation less than 20 weeks (finding),1030,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,429715006,Gestation greater than 20 weeks (finding),125,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,44077006,Numbness (finding),390,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,450724008,Injury of cervical region of back (disorder),80,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,47609003,Foreign body in esophagus (disorder),85,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,48694002,Anxiety (finding),185,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,49650001,Dysuria (finding),630,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,49727002,Cough (finding),85,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,55899000,Foreign body on external eye (disorder),1290,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,56890008,Victim of sexual aggression (finding),*,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",70,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,60728008,Swollen abdomen (finding),35,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,60862001,Tinnitus (finding),15,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62315008,Diarrhea (finding),605,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,63102001,Visual disturbance (disorder),860,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,65958008,Hiccoughs (finding),10,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,66214007,Substance abuse (disorder),1285,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,66857006,Hemoptysis (finding),235,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,68235000,Nasal congestion (finding),20,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,6923002,Injury of perineum (disorder),65,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,7011001,Hallucinations (finding),60,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,70176004,Foreign body in rectum (disorder),15,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,70407001,Stridor (finding),665,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,713514005,Muscle weakness of limb (finding),810,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,74699008,Foreign body in nose (disorder),95,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,75441006,Foreign body in ear (disorder),280,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,75478009,Poisoning (disorder),520,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,75705005,Red eye (disorder),1020,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,762898005,Swelling of bilateral lower limbs (finding),30,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,77880009,Rectal pain (finding),160,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",425,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,79604008,Disorder of breast (disorder),25,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,79890006,Loss of appetite (finding),185,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,80313002,Palpitations (finding),1315,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,80394007,Hyperglycemia (disorder),315,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,81680005,Neck pain (finding),880,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,82271004,Injury of head (disorder),6510,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,83128009,Oliguria (finding),300,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,84387000,Asymptomatic (finding),260,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,87317003,Respiratory arrest (disorder),50,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8765009,Hematemesis (disorder),430,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,87970004,Nonfatal submersion (disorder),10,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,90460009,Injury of neck (disorder),490,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,91175000,Seizure (finding),1535,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,93459000,Foreign body in subcutaneous tissue (disorder),490,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,95320005,Disorder of skin (disorder),1895,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,95666008,Weakness of face muscles (finding),360,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,95668009,Pain in face (finding),770,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,INVALID,INVALID,625,2018,April
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,960,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),5095,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),9165,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,12441001,Epistaxis (disorder),885,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,125593007,Injury of face (disorder),2280,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,125666000,Burn (disorder),1455,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),16270,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),16030,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),430,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),15,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,13791008,Asthenia (finding),9840,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),315,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,14760008,Constipation (finding),495,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),235,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,161152002,Social problem (finding),95,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),85,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,161891005,Backache (finding),3730,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,162214009,Crying infant (finding),440,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,162356005,Earache symptom (finding),2785,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),470,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),45,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,18165001,Jaundice (finding),90,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,182888003,Medication requested (situation),395,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,193462001,Insomnia (disorder),15,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),180,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),310,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),12470,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),45,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),1850,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,225565007,Perineal pain (finding),415,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),3265,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),685,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,246679005,Discharge from eye (finding),330,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,247355005,Flank pain (finding),805,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,248004009,Physical aggression (finding),70,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,248020004,Bizarre behavior (finding),240,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),1430,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,249624003,Blood in feces symptom (finding),890,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,25064002,Headache (finding),2425,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,25658005,Disorder of vagina (disorder),245,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,26079004,Tremor (finding),85,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,262525000,Chest injury (disorder),1155,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,262595009,Traumatic amputation (disorder),*,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,262599003,Foreign body in respiratory tract (disorder),105,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,267036007,Dyspnea (finding),9840,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,267064002,Retention of urine (disorder),960,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,267102003,Sore throat symptom (finding),2860,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,271594007,Syncope (disorder),1065,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,271771009,Joint swelling (finding),790,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,271807003,Eruption of skin (disorder),4280,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,272022009,Complaining of feeling depressed (finding),380,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,275319005,Swollen legs (finding),130,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,276464002,Injury of anus (disorder),*,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,281398003,Groin mass (finding),220,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,282752000,Injury of eye region (disorder),525,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,282765009,Upper back injury (disorder),520,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,282766005,Lower back injury (disorder),1605,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,283682007,Bite - wound (disorder),2030,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,28442001,Polyuria (finding),690,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,289530006,Bleeding from vagina (finding),650,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,29857009,Chest pain (finding),10545,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2999009,Injury of ear (disorder),80,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,299972003,Sting of skin (disorder),315,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,300132001,Ear discharge (finding),295,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3006004,Disturbance of consciousness (finding),405,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,302866003,Hypoglycemia (disorder),260,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,312608009,Laceration - injury (disorder),5690,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),760,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),160,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,33958003,Disorder of penis (disorder),260,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),50,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3415004,Cyanosis (finding),20,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34436003,Blood in urine (finding),810,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,35489007,Depressive disorder (disorder),165,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),30,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),25,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),215,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,386661006,Fever (finding),5185,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,386689009,Hypothermia (finding),30,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,394616008,Unsteady gait (finding),2150,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,398979000,Pale complexion (finding),55,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,399963005,Abrasion (disorder),610,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,404640003,Dizziness (finding),1760,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,40917007,Clouded consciousness (finding),1525,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,409668002,Photophobia (finding),10,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,410429000,Cardiac arrest (disorder),95,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,41652007,Pain in eye (finding),1215,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),30,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,417981005,Exposure to blood and/or body fluid (event),65,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,418363000,Itching of skin (finding),135,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,41931001,Abdominal distension (finding),65,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,422400008,Vomiting (disorder),2945,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,422587007,Nausea (finding),175,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,422970001,Cardiac arrest due to trauma (disorder),*,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,427461000,Near syncope (disorder),1335,2018,April
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,428566005,Gestation less than 20 weeks (finding),1375,2018,April
